team,season,kalman_strength,kalman_variance,kalman_upper,kalman_lower
Leicester,2016,1.3518711467086622,0.17370400613106252,2.168756273243042,0.5349860201742823
Leicester,2017,1.306020484137366,0.17370400613106252,2.122905610671746,0.4891353576029861
Leicester,2018,1.338451421355705,0.17370400613106252,2.155336547890085,0.5215662948213252
Leicester,2019,1.4772069869229851,0.17370400613106252,2.294092113457365,0.6603218603886053
Leicester,2020,1.5841115985994538,0.17370400613106252,2.4009967251338336,0.767226472065074
Leicester,2021,1.7141514077961857,0.17370400613106252,2.5310365343305654,0.8972662812618059
Leicester,2022,1.5728014230308454,0.17370400613106252,2.389686549565225,0.7559162964964655
Leicester,2024,0.7836633336474343,0.17370400613106252,1.6005484601818143,-0.03322179288694549
Liverpool,2015,1.3723641512594624,0.2747604464261937,2.3997490504043086,0.3449792521146162
Liverpool,2016,1.8834285223381653,0.2747604464235839,2.910813421478132,0.8560436231981985
Liverpool,2017,2.0613271701385107,0.2747604464235839,3.0887120692784773,1.033942270998544
Liverpool,2018,2.0365893836912226,0.2747604464235839,3.0639742828311896,1.0092044845512558
Liverpool,2019,1.456252082303191,0.2747604464235839,2.4836369814431576,0.42886718316322425
Liverpool,2020,2.3433048663650236,0.2747604464235839,3.3706897655049906,1.3159199672250568
Liverpool,2021,2.0989804554948264,0.2747604464235839,3.1263653546347934,1.0715955563548596
Liverpool,2022,2.3738050870406373,0.2747604464235839,3.4011899861806043,1.3464201879006705
Liverpool,2023,3.343855490354008,0.2747604464235839,4.371240389493975,2.316470591214041
Liverpool,2024,2.394314355643158,0.2747604464235839,3.4216992547831246,1.3669294565031913
Manchester City,2015,1.511960307542465,0.25110312326800815,2.494120049308732,0.5298005657761982
Manchester City,2016,2.5981556777542067,0.2511031230480574,3.580315419090318,1.6159959364180954
Manchester City,2017,1.7417324524013436,0.2511031230480574,2.7238921937374547,0.7595727110652323
Manchester City,2018,2.0065131380912224,0.2511031230480574,2.988672879427334,1.024353396755111
Manchester City,2019,3.1254731246681815,0.2511031230480574,4.107632866004293,2.14331338333207
Manchester City,2020,1.9637328484172185,0.2511031230480574,2.94589258975333,0.9815731070811072
Manchester City,2021,2.9233824926542473,0.2511031230480574,3.9055422339903587,1.941222751318136
Manchester City,2022,1.7476867513352303,0.2511031230480574,2.7298464926713417,0.765527009999119
Manchester City,2023,2.710637910878038,0.2511031230480574,3.6927976522141495,1.7284781695419267
Manchester City,2024,1.850580695512603,0.2511031230480574,2.8327404368487143,0.8684209541764917
Manchester United,2015,1.1707847468562345,0.15124863248660922,1.9330424110096085,0.4085270827028604
Manchester United,2016,1.1130362212636933,0.15124862006420295,1.8752938541140585,0.3507785884133281
Manchester United,2017,0.9709575430059854,0.15124862006420253,1.7332151758563494,0.20869991015562128
Manchester United,2018,1.6019418421065894,0.15124862006420253,2.3641994749569535,0.8396842092562253
Manchester United,2019,1.6975335212444298,0.15124862006420253,2.459791154094794,0.9352758883940657
Manchester United,2020,1.5284109488306827,0.15124862006420253,2.2906685816810466,0.7661533159803187
Manchester United,2021,1.152613118307283,0.15124862006420253,1.914870751157647,0.3903554854569189
Manchester United,2022,2.592684881488321,0.15124862006420253,3.3549425143386853,1.8304272486379571
Manchester United,2023,1.4215033394325827,0.15124862006420253,2.183760972282947,0.6592457065822186
Manchester United,2024,1.6165356702683185,0.15124862006420253,2.3787933031186825,0.8542780374179544
Newcastle United,2015,1.4696686851038745,0.34548065129144634,2.621709686978903,0.3176276832288456
Newcastle United,2017,1.4526372813644755,0.34548065129144634,2.6046782832395046,0.30059627948944656
Newcastle United,2018,1.4048769586131147,0.34548065129144634,2.5569179604881436,0.2528359567380858
Newcastle United,2019,0.7599283829355108,0.34548065129144634,1.9119693848105397,-0.3921126189395181
Newcastle United,2020,1.766232578489815,0.34548065129144634,2.918273580364844,0.6141915766147861
Newcastle United,2021,1.4640985221215854,0.34548065129144634,2.6161395239966145,0.31205752024655653
Newcastle United,2022,2.1863126454601622,0.34548065129144634,3.3383536473351914,1.0342716435851333
Newcastle United,2023,3.0297487488615795,0.34548065129144634,4.181789750736608,1.8777077469865506
Newcastle United,2024,1.7304750172298748,0.34548065129144634,2.8825160191049037,0.578434015354846
Southampton,2015,1.9677885345190076,0.10954797020567619,2.6165099557331724,1.3190671133048428
Southampton,2016,1.3049796555770308,0.1095479679989693,1.9537010702573543,0.6562582408967071
Southampton,2017,1.006530512959554,0.1095479679989693,1.6552519276398776,0.35780909827923046
Southampton,2018,1.452338064179416,0.1095479679989693,2.1010594788597396,0.8036166494990923
Southampton,2019,1.7477134718816139,0.1095479679989693,2.3964348865619374,1.0989920572012903
Southampton,2020,1.4728451338183566,0.1095479679989693,2.1215665484986803,0.824123719138033
Southampton,2021,0.9249229697047936,0.1095479679989693,1.5736443843851173,0.27620155502446997
Southampton,2022,1.1309362886010947,0.1095479679989693,1.7796577032814183,0.4822148739207711
Southampton,2024,0.6902473551517175,0.1095479679989693,1.3389687698320412,0.04152594047139391
Tottenham,2015,1.783736722316571,0.1535969892897845,2.551889177273031,1.0155842673601112
Tottenham,2016,2.387082882644645,0.15359696583179042,3.155235278943326,1.6189304863459637
Tottenham,2017,1.4687077142850755,0.1535969658317888,2.236860110583753,0.7005553179863984
Tottenham,2018,1.2741522801276328,0.1535969658317888,2.04230467642631,0.5059998838289557
Tottenham,2019,1.0337010885446158,0.1535969658317888,1.801853484843293,0.2655486922459387
Tottenham,2020,1.6761476404018059,0.1535969658317888,2.444300036700483,0.9079952441031287
Tottenham,2021,2.3182775135805316,0.1535969658317888,3.0864299098792087,1.5501251172818544
Tottenham,2022,1.5642053887119862,0.1535969658317888,2.3323577850106636,0.7960529924133091
Tottenham,2023,2.149665302102674,0.1535969658317888,2.9178176984013513,1.381512905803997
Tottenham,2024,1.2845117284334944,0.1535969658317888,2.0526641247321713,0.5163593321348172
Watford,2015,1.2803394507287587,0.09468044706499688,1.8834351358773858,0.6772437655801316
Watford,2016,0.9242889534365337,0.09468043317675791,1.5273845943524942,0.32119331252057326
Watford,2017,1.1835446698978573,0.09468043317675699,1.786640310813815,0.5804490289818998
Watford,2018,1.3490539190385324,0.09468043317675699,1.95214955995449,0.7459582781225749
Watford,2019,1.586560312160512,0.09468043317675699,2.1896559530764694,0.9834646712445545
Watford,2021,0.9649588060082539,0.09468043317675699,1.5680544469242115,0.3618631650922963
West Ham,2015,2.0996935536650287,0.11753077114098248,2.771635672016899,1.4277514353131588
West Ham,2016,1.302365112144952,0.11753072906720766,1.9743071102255787,0.6304231140643253
West Ham,2017,0.8928198877190385,0.11753072906720095,1.564761885799646,0.22087788963843102
West Ham,2018,1.6089617830790919,0.11753072906720095,2.2809037811596995,0.9370197849984844
West Ham,2019,1.4981642413756693,0.11753072906720095,2.1701062394562767,0.8262222432950618
West Ham,2020,1.9548610672967126,0.11753072906720095,2.6268030653773202,1.282919069216105
West Ham,2021,1.1863380586715242,0.11753072906720095,1.8582800567521316,0.5143960605909167
West Ham,2022,1.3655878107039212,0.11753072906720095,2.037529808784529,0.6936458126233137
West Ham,2023,1.3968620472193665,0.11753072906720095,2.068804045299974,0.724920049138759
West Ham,2024,1.1993893051473568,0.11753072906720095,1.8713313032279641,0.5274473070667492
Wolverhampton Wanderers,2018,1.5423435723762369,0.11190436166823078,2.1980049146747405,0.8866822300777334
Wolverhampton Wanderers,2019,1.0863446305209403,0.11190436165536186,1.7420059727817434,0.43068328826013713
Wolverhampton Wanderers,2020,0.7802834152441008,0.11190436165536186,1.435944757504904,0.12462207298329764
Wolverhampton Wanderers,2021,0.9529861884730184,0.11190436165536186,1.6086475307338217,0.2973248462122152
Wolverhampton Wanderers,2022,0.721623293917412,0.11190436165536186,1.3772846361782152,0.06596195165660879
Wolverhampton Wanderers,2023,0.9032996769145061,0.11190436165536186,1.5589610191753094,0.24763833465370289
Wolverhampton Wanderers,2024,1.219125595759768,0.11190436165536186,1.8747869380205713,0.5634642534989648
